Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-02-10,179.212,179.406,173.712,176.948,202881.32715126
2022-02-11,176.247,176.247,172.386,173.576,248775.155898
2022-02-14,169.344,176.267,168.583,174.336,478388.9101138
2022-02-15,175.507,182.682,174.94,176.345,638219.38906016
2022-02-16,182.819,183.306,175.7,177.261,342777.09729834
2022-02-17,177.456,179.212,174.141,175.507,354923.35218901
2022-02-18,175.507,177.768,170.436,170.436,281180.21116487
2022-02-21,172.152,172.776,164.176,164.781,330649.30332028
2022-02-22,161.855,166.828,155.226,166.828,413768.53673743
2022-02-23,171.352,175.409,164.781,165.171,429001.86645888
2022-02-24,156.006,159.906,146.451,155.869,782707.82402193
2022-02-25,160.218,163.298,156.219,160.296,437992.33089961
2022-02-28,157.39,165.756,155.069,164.195,670200.86894328
2022-03-01,165.756,167.667,162.753,164.098,612771.02102823
2022-03-02,162.83,170.631,161.836,168.213,596754.12812715
2022-03-03,167.218,167.706,158.931,158.931,445513.1015754
2022-03-04,158.931,161.739,155.576,157.254,320571.69624812
2022-03-07,154.055,159.398,151.13,158.813,593438.34310126
2022-03-08,157.955,160.763,152.105,154.016,448413.51606757
2022-03-09,156.396,160.393,156.161,158.014,360234.96698921
2022-03-10,158.658,160.276,154.055,154.055,306236.79760699
2022-03-11,156.337,161.153,154.562,159.438,352251.64789194
2022-03-14,159.555,162.537,156.512,158.638,307794.69350996
2022-03-15,158.931,165.171,157.702,162.753,365775.29198451
2022-03-16,164.781,168.057,161.914,166.049,531320.44898971
2022-03-17,167.218,169.558,164.585,168.681,397976.25160643
2022-03-18,169.441,170.027,164.001,165.872,522039.73797851
2022-03-21,164.351,168.486,164.001,167.042,187840.81140596
2022-03-22,182.273,182.468,167.393,169.831,1137124.5267204
2022-03-23,170.514,176.871,169.948,173.516,504481.35887455
2022-03-24,173.556,173.576,169.656,171.586,243948.65285692
2022-03-25,171.703,174.472,169.656,171.06,224837.50588126
2022-03-28,170.747,174.394,169.441,171.995,212349.72410733
2022-03-29,172.815,175.136,170.144,173.849,281960.69752575
2022-03-30,173.849,178.236,173.36,177.085,291630.113308
2022-03-31,175.993,177.475,169.402,169.402,459811.0783913
2022-04-01,169.656,172.288,168.778,171.372,233423.8814571
2022-04-04,170.631,171.508,167.803,169.774,194622.11997111
2022-04-05,170.631,175.427,170.124,171.898,344025.26011198
2022-04-06,173.633,173.633,169.285,170.729,192067.33478723
2022-04-07,172.191,172.913,169.364,169.656,243206.11392753
2022-04-08,171.605,171.605,166.242,166.614,205932.50576308
2022-04-11,165.853,171.508,164.684,171.392,243943.52482564
2022-04-12,170.397,170.534,164.488,164.585,259526.58628042
2022-04-13,165.756,167.042,163.981,165.639,127563.88052406
2022-04-14,163.63,166.009,158.891,162.83,479310.93013801
2022-04-19,162.83,163.766,146.06,146.158,1713508.0633894
2022-04-20,146.255,148.595,134.008,134.008,1261114.1694421
2022-04-21,134.554,136.251,124.609,125.429,1440474.2427166
2022-04-22,125.779,128.801,122.484,124.414,1097781.2451312
2022-04-25,123.829,128.022,122.562,127.457,946523.80887939
2022-04-26,128.645,129.874,123.615,124.766,584176.09300267
2022-04-27,124.804,127.652,121.879,125.896,659925.31986368
2022-04-28,126.754,127.437,119.286,120.396,657984.87282719
2022-04-29,121.061,123.732,116.751,117.959,659067.91303361
2022-05-02,116.828,118.194,112.616,116.438,399203.90229494
2022-05-04,117.004,120.592,112.343,119.987,767595.5158387
2022-05-05,121.587,122.289,115.931,116.497,427924.97989001
2022-05-06,114.08,115.503,111.505,114.8,509820.66504366
2022-05-09,114.8,115.053,111.291,112.187,305238.88271983
2022-05-10,114.43,115.249,110.452,113.592,308192.62873732
2022-05-11,114.527,118.428,112.889,118.057,418475.04384655
2022-05-12,114.196,116.536,110.784,113.709,398399.82699018
2022-05-13,114.45,118.681,113.357,117.667,336533.20641137
2022-05-16,117.492,118.369,113.962,113.962,239175.48134117
2022-05-17,115.522,122.269,114.47,121.041,562425.03552389
2022-05-18,121.684,121.84,115.854,116.127,440687.62414057
2022-05-19,114.274,115.093,111.876,113.962,694064.67530957
2022-05-20,114.08,118.642,113.727,115.405,399395.69066483
2022-05-23,117.004,118.818,112.636,113.709,284752.39775478
2022-05-24,112.753,113.884,108.053,108.229,579702.39851368
2022-05-25,108.229,108.599,103.237,105.304,492679.70768592
2022-05-26,105.791,108.814,103.958,107.859,388278.11884901
2022-05-27,109.263,111.876,104.524,109.477,611433.63047032
2022-05-30,111.154,115.035,110.198,110.276,350605.54985094
2022-05-31,110.276,110.335,105.772,105.948,1213797.8248182
2022-06-01,106.571,107.859,105.498,105.655,296148.93447226
2022-06-02,106.337,106.337,103.801,105.245,252482.72251371
2022-06-03,106.181,106.961,101.403,101.598,266754.03356696
2022-06-06,101.989,106.025,100.994,104.231,282935.02346902
2022-06-07,103.801,104.211,100.935,102.554,400570.00982804
2022-06-08,101.676,103.217,100.448,100.799,354709.00048149
2022-06-09,100.915,100.915,90.8243,91.6043,1132421.09643
2022-06-10,90.9218,93.5057,87.4214,91.2923,972914.70906065
2022-06-13,89.313,90.4635,86.0954,86.2222,609588.56481564
2022-06-14,86.2905,90.0931,84.2039,89.1181,618997.47660885
2022-06-15,89.2154,89.6056,87.6652,89.5178,424404.0736129
2022-06-17,88.104,91.0291,87.753,88.2697,870827.91354369
2022-06-20,88.3379,91.1851,88.3379,90.1905,221515.56721785
2022-06-21,90.8633,91.3606,88.494,89.0888,291946.00003487
2022-06-22,87.9383,89.4202,86.1637,88.6792,253296.02827477
2022-06-23,87.753,89.4105,86.8268,88.4062,212085.11769326
2022-06-24,89.2154,92.2967,88.4257,92.0529,231850.6014603
2022-06-27,92.3357,93.1156,90.756,92.6086,332596.92960056
2022-06-28,93.0181,95.4069,92.6282,94.9682,298857.56059454
2022-06-29,94.0907,95.8945,91.8579,95.8945,320580.92670442
2022-06-30,94.5783,98.5759,93.0279,93.2912,588588.25111629
2022-07-01,93.0181,95.8263,91.2241,95.5142,317626.15508067
2022-07-04,96.4402,96.4402,92.7067,93.879,263058.44127947
2022-07-05,95.3369,95.3369,87.5547,90.4608,378297.76469453
2022-07-06,90.2341,97.6026,90.0864,95.9969,497984.40161002
2022-07-07,96.4304,102.371,96.0462,102.233,456101.89524152
2022-07-08,102.253,103.336,99.0014,102.253,318550.884215
2022-07-11,102.449,104.439,101.09,102.942,439600.8496014
2022-07-12,102.942,102.942,99.3955,100.499,427147.15363628
2022-07-13,100.499,100.991,94.7754,96.194,221911.9089552
2022-07-14,96.194,97.4451,92.4112,93.4062,282313.55254996
2022-07-15,93.5835,96.1152,91.6133,91.9285,341768.07368502
2022-07-18,93.5835,94.1351,89.8993,92.4112,353015.7873542
2022-07-19,92.4013,92.5984,89.3672,92.5886,287698.85228055
2022-07-20,94.1843,94.3617,90.4312,92.9924,355967.80462405
2022-07-21,93.5835,93.879,90.3129,91.17,426304.59024771
2022-07-22,91.6133,97.3268,91.3177,97.0411,398642.11755049
2022-07-25,95.5536,95.5536,88.7565,88.7565,542841.25825386
2022-07-26,88.392,89.2491,85.5058,88.2936,478356.73520266
2022-07-27,89.8401,89.8401,85.2102,87.6138,371389.76004483
2022-07-28,90.4115,90.5198,86.7568,87.1804,245374.76148551
2022-07-29,88.5595,89.456,87.4759,89.456,329816.87034321
2022-08-01,87.9684,89.7908,86.0968,89.0225,230920.23125667
2022-08-02,88.658,88.8058,85.1117,85.2102,304595.80119964
2022-08-03,85.2891,87.8601,85.2595,86.3923,256224.54160249
2022-08-04,87.1804,92.1551,86.3923,91.101,445882.51496105
2022-08-05,91.1208,93.4751,90.6479,91.2783,432931.40205569
2022-08-08,92.1059,92.1059,88.7664,90.3327,336836.54002032
2022-08-09,90.5987,91.7512,87.141,87.1804,238906.31098911
2022-08-10,88.1655,91.3671,86.2938,90.6282,285797.50140489
2022-08-11,90.6282,94.47,90.0962,94.1843,345976.83008145
2022-08-12,94.9626,94.9626,91.8005,92.5984,289543.3555059
2022-08-16,94.0464,95.2483,90.441,91.17,300301.77332774
2022-08-17,91.17,92.49,90.3327,92.1059,290700.61124443
2022-08-18,92.1059,93.0909,89.4461,90.7267,189548.33860438
2022-08-19,89.6135,90.0372,87.604,87.604,475831.07531016
2022-08-22,87.0819,87.604,84.4222,84.7768,503632.62172332
2022-08-23,84.7768,85.1708,82.649,82.7475,375652.31868173
2022-08-24,82.7475,83.6834,81.3487,82.7573,365751.69129766
2022-08-25,83.5355,84.4615,80.9251,81.6048,212300.59550576
2022-08-26,81.6639,84.5797,80.7773,82.7475,459369.61999794
2022-08-29,81.0925,81.6935,79.6445,81.2994,207071.62681353
2022-08-30,81.6245,82.4225,80.2847,80.6887,372704.36195833
2022-08-31,80.7872,84.7176,80.7773,82.8657,579040.01472762
2022-09-01,82.7475,82.7475,80.0878,80.2847,374841.22452815
2022-09-02,80.6985,81.2699,78.9253,80.7773,380157.49496908
2022-09-05,80.8266,82.1269,79.7922,80.4424,366689.67752783
2022-09-06,80.9743,81.1614,77.2506,77.3985,422181.10532675
2022-09-07,79.7922,82.9445,75.6647,76.7286,715632.73679171
2022-09-08,79.7922,83.1809,77.8516,80.8857,974494.6033141
2022-09-09,83.4371,86.4908,81.7624,86.4908,619270.89382719
2022-09-12,86.6879,86.8948,81.3881,83.378,644825.94291635
2022-09-13,84.1266,88.1457,83.7424,84.8753,868929.53181847
2022-09-14,84.6191,89.2983,83.7424,89.0914,662630.42396723
2022-09-15,89.2491,91.2192,87.1804,90.3327,1050796.3316742
2022-09-16,88.5201,89.584,85.2201,87.4463,2863395.8435609
2022-09-19,93.682,96.0067,86.5893,87.5842,1662615.1076273
2022-09-20,88.461,89.2983,86.5106,87.9586,552539.87345199
2022-09-21,87.1015,88.8846,85.427,86.609,409752.78777695
2022-09-22,85.4072,90.1356,84.767,87.1705,954810.08925643
2022-09-23,88.658,92.2338,87.1804,89.1407,1579866.2466396
2022-09-26,93.5539,102.449,89.7514,101.149,1498150.7947238
2022-09-27,100.794,105.385,98.5286,102.509,1663748.0000871
2022-09-28,101.464,104.912,99.1985,104.183,850544.3926251
2022-09-29,105.405,106.882,96.3615,97.1495,919898.52600762
2022-09-30,97.1495,100.44,95.5536,98.706,711614.82607848
2022-10-03,98.5089,104.341,95.1596,103.77,1032342.1631912
2022-10-04,105.405,107.867,104.144,106.784,940641.82755239
2022-10-05,116.575,121.482,107.887,108.616,2703608.2650323
2022-10-06,111.296,111.315,106.98,109.877,839870.23114212
2022-10-07,109.345,114.488,107.394,114.488,798312.56848969
2022-10-10,113.187,114.408,111.315,112.97,747202.47031137
2022-10-11,112.793,118.999,110.704,118.999,991313.38671401
2022-10-12,118.999,118.999,112.3,113.088,687791.60005065
2022-10-13,112.3,115.157,109.621,110.389,661033.61407539
2022-10-14,113.285,115.472,111.335,112.064,505750.1966975
2022-10-17,112.793,116.221,111.67,116.201,387245.17879924
2022-10-18,117.422,124.003,116.575,119.413,964981.7581161
2022-10-19,120.831,121.5,116.95,116.95,646981.0779452
2022-10-20,118.21,118.684,115.196,117.147,691173.0201077
2022-10-21,116.221,120.477,115.453,116.831,495222.21488675
2022-10-24,118.21,122.999,117.718,119.196,648576.87270044
2022-10-25,118.703,119.275,115.787,116.497,659210.42871891
2022-10-26,116.497,121.56,115.551,120.634,633639.13744394
2022-10-27,120.634,120.634,116.733,118.31,418855.51778341
2022-10-28,117.718,122.841,116.773,122.151,612568.96190987
2022-10-31,122.151,126.683,120.87,125.204,450033.40857055
2022-11-02,125.599,134.465,124.299,134.189,932345.11601645
2022-11-03,131.017,133.46,128.357,132.238,513481.47714014
2022-11-04,132.987,137.913,131.923,137.105,367076.44457729
2022-11-07,137.893,140.296,131.037,134.248,441056.55550407
2022-11-08,133.973,135.095,129.973,134.051,438056.82681342
2022-11-09,133.677,135.016,131.549,134.287,197071.51604141
2022-11-10,133.873,140.867,132.908,138.7,399916.11399948
2022-11-14,138.898,146.758,138.898,143.39,726635.80253722
2022-11-15,146.778,147.369,141.419,145.301,436113.85533663
2022-11-16,143.33,147.98,142.838,143.016,514948.34954555
2022-11-17,144.867,146.66,141.065,144.651,291569.56818494
2022-11-18,145.143,151.211,142.74,142.838,428601.84440234
2022-11-21,142.542,143.724,133.026,137.203,497186.50423241
2022-11-22,137.913,141.695,135.095,135.884,382796.85016221
2022-11-23,136.73,139.863,135.134,136.533,240234.10967858
2022-11-24,137.913,141.243,137.913,139.272,254361.76591811
2022-11-25,138.898,142.444,137.913,137.913,382222.28283939
2022-11-28,137.913,138.858,135.292,136.454,369117.88430551
2022-11-29,139.902,140.493,126.565,129.52,1299555.5586266
2022-11-30,129.52,132.318,126.801,129.027,767023.01267515
2022-12-01,131.017,132.494,121.56,121.738,1005990.231861
2022-12-02,122.151,127.569,119.433,125.422,611077.72622575
2022-12-05,126.761,130.859,125.599,125.894,468689.58923952
2022-12-06,126.091,129.539,123.806,128.81,395515.49678325
2022-12-07,128.81,128.81,126.17,126.584,293721.65780395
2022-12-08,127.077,127.865,123.235,124.594,271820.08538404
2022-12-09,125.599,130.229,124.614,129.421,269118.80685754
2022-12-12,130.032,134.662,128.062,132.514,254189.19269394
2022-12-13,133.46,137.715,131.805,134.977,314677.12290078
2022-12-14,135.056,140.867,134.347,140.474,413671.21510214
2022-12-15,138.898,138.898,127.963,127.963,928425.67355465
2022-12-16,127.372,132.692,124.772,130.663,900405.87276975
2022-12-19,131.017,131.588,126.289,126.821,290746.292392
2022-12-20,125.304,127.589,124.772,126.091,202578.63216554
2022-12-21,126.091,128.79,125.914,128.16,217547.83665703
2022-12-22,128.062,128.692,124.929,125.204,194702.18718727
2022-12-23,125.304,128.554,123.944,127.372,191157.33013558
2022-12-27,128.062,128.062,124.948,125.146,147558.22775493
2022-12-28,125.106,127.037,123.649,123.806,245042.81181314
2022-12-29,124.121,127.372,124.121,126.939,158965.31787231
2022-12-30,126.091,128.436,126.091,127.707,158425.26519433
2023-01-02,127.077,129.776,126.741,127.411,156494.47535689
2023-01-03,128.062,130.111,126.289,127.077,449132.98239505
2023-01-04,128.652,128.652,124.81,125.599,455260.34698956
2023-01-05,125.304,132.12,125.204,130.583,561750.2079394
2023-01-09,130.623,133.973,129.342,131.746,513672.32282333
2023-01-10,130.288,136.573,129.539,136.1,345803.24172067
2023-01-11,136.277,137.301,132.298,133.735,467220.68656088
2023-01-12,133.677,133.775,126.741,128.002,858354.85372354
2023-01-13,128.258,132.199,128.14,130.169,293905.39753085
2023-01-16,131.017,131.411,126.899,126.899,284744.80473747
2023-01-17,127.077,129.204,125.304,127.471,250149.96411184
2023-01-18,127.293,132.79,127.293,131.293,332068.44335027
2023-01-19,129.224,132.494,128.18,130.525,303527.87748303
2023-01-20,130.919,132.593,129.638,130.544,194645.33953696
2023-01-23,130.563,133.953,130.563,133.677,262805.6722629
2023-01-24,133.677,135.253,130.919,131.923,229278.75535387
2023-01-25,131.017,131.391,129.046,129.559,133572.69064118
2023-01-26,131.371,133.578,130.563,132.652,144583.87747959
2023-01-27,132.987,134.386,131.411,131.904,125790.6533679
2023-01-30,131.509,132.002,129.244,130.82,326718.67340112
2023-01-31,132.238,138.228,131.017,137.243,684675.13064953
2023-02-01,137.42,139.725,135.134,136.218,358541.17593735
2023-02-02,139.39,145.951,138.051,143.606,583394.95079628
2023-02-03,144.789,146.325,142.404,144.611,479069.3611048
2023-02-06,143.429,143.764,139.212,140.434,267520.98182908
2023-02-07,139.863,139.863,133.991,139.174,329123.53203671
2023-02-08,140.434,143.232,139.41,139.588,187905.84756496
2023-02-09,140.867,141.518,138.996,139.37,145882.23720729
2023-02-10,138.582,138.996,134.149,136.573,807982.75986267
2023-02-13,137.519,138.287,134.957,136.829,339462.69843748
2023-02-14,138.405,140.867,131.805,132.238,290506.72015139
2023-02-15,131.706,136.435,131.312,136.336,128794.44260501
2023-02-16,137.085,138.543,134.76,137.439,147347.07933948
2023-02-17,136.927,137.263,133.795,133.795,205005.8238066
2023-02-20,134.209,135.686,133.086,134.307,93015.952688922
2023-02-21,133.973,133.973,129.264,129.264,357851.8981773
2023-02-22,129.244,130.583,127.234,129.973,190525.91516245
2023-02-23,130.091,133.835,130.091,132.494,183274.79433764
2023-02-24,132.14,132.14,127.529,127.589,173131.54930312
2023-02-27,128.062,131.056,127.451,130.15,135412.11818347
2023-02-28,130.15,131.844,128.752,130.425,210723.07320956
2023-03-01,131.864,133.578,129.933,130.288,207022.90025612
2023-03-02,130.032,130.327,127.49,128.85,204995.67244047
2023-03-03,130.032,131.549,127.766,128.712,238722.57126221
2023-03-06,130.032,130.525,128.258,130.229,180086.25023701
2023-03-07,130.525,132.79,129.441,131.47,171707.31263544
2023-03-08,132.672,132.672,129.5,130.288,177327.10892358
2023-03-09,130.032,131.785,129.5,130.209,136156.21332061
2023-03-10,128.948,129.244,125.717,126.781,190560.42980728
2023-03-13,126.801,128.101,118.999,125.186,418647.4147778
2023-03-14,125.146,130.425,125.106,128.062,418681.92942263
2023-03-15,128.062,130.583,126.899,127.431,261096.18220704
2023-03-16,129.539,133.381,128.062,133.381,371399.91141095
2023-03-17,133.184,134.267,128.338,129.046,538377.70256763
2023-03-20,128.062,130.307,126.899,128.77,195134.6353843
2023-03-21,123.629,125.796,113.187,114.724,1303157.2633286
2023-03-22,113.719,114.664,110.646,111.098,805665.20297578
2023-03-23,110.546,111.512,107.592,108.36,899039.498889
2023-03-24,108.36,111.512,107.887,108.951,645478.67575835
2023-03-27,109.837,112.655,108.872,112.359,360868.88419037
2023-03-28,113.049,113.069,107.276,107.374,602224.71982603
2023-03-29,108.36,109.187,103.946,108.537,477530.41399989
2023-03-30,108.577,112.989,108.104,111.591,763158.38759044
2023-03-31,118.21,122.545,109.561,109.561,1599391.3842491
2023-04-03,109.285,109.345,104.853,106.449,612752.70163678
2023-04-04,107.966,108.458,106.331,106.823,296548.81327043
2023-04-05,107.474,107.474,105.405,106.232,205414.92386154
2023-04-06,106.193,107.04,104.42,104.616,250482.92892082
2023-04-11,105.7,106.271,102.371,104.065,450784.60966398
2023-04-12,104.026,108.635,103.73,107.218,406464.76028828
2023-04-13,107.218,108.537,106.882,108.36,289940.27392148
2023-04-14,109.247,111.138,108.754,109.089,285869.57610439
2023-04-17,110.133,111.512,108.498,109.285,335670.14805228
2023-04-18,110.094,110.271,107.887,108.064,350597.73194265
2023-04-19,107.749,108.36,106.232,107.572,236195.89623309
2023-04-20,108.015,108.951,106.882,108.015,223477.24961205
2023-04-21,107.374,110.232,106.833,109.147,219784.1826149
2023-04-24,109.739,110.084,107.966,108.655,145839.60146956
2023-04-25,108.853,110.576,108.458,109.345,174251.24498697
2023-04-26,109.542,111.118,108.853,110.281,223962.48491294
2023-04-27,109.936,112.793,109.247,112.3,238538.8315353
2023-04-28,112.399,113.482,111.414,111.611,281820.19615616
2023-05-02,112.399,114.566,109.936,110.084,311653.03093142
2023-05-04,110.232,111.561,109.837,110.33,265509.99619924
2023-05-05,110.527,112.005,110.478,111.216,173477.71088806
2023-05-08,111.758,112.3,109.542,110.133,189398.0983857
2023-05-09,110.527,110.724,108.901,110.182,100642.67406045
2023-05-10,110.822,112.054,109.69,111.315,232661.19054753
2023-05-11,112.793,117.816,111.709,114.96,571852.84750941
2023-05-12,115.255,117.472,113.137,113.137,345795.12062777
2023-05-15,114.664,114.96,112.448,112.695,221099.79966501
2023-05-16,112.695,112.793,109.542,109.542,439216.11282517
2023-05-17,109.542,110.576,106.932,107.522,333234.83531831
2023-05-18,108.36,110.232,106.932,107.867,171423.07438388
2023-05-19,109.147,112.645,109.001,112.005,479719.04853696
2023-05-22,112.3,116.536,111.364,116.289,474810.86301435
2023-05-23,116.241,119.491,114.714,119.196,584924.76167168
2023-05-24,118.408,118.408,112.645,112.645,545995.28770965
2023-05-25,113.285,113.778,111.512,112.497,221924.09059456
2023-05-26,114.074,117.127,113.236,117.127,385383.41825147
2023-05-29,119.245,123.431,117.718,123.137,834544.82447168
2023-05-30,123.235,123.531,118.457,121.61,601253.23408764
2023-05-31,120.673,120.673,118.062,119.393,579844.00292491
2023-06-01,119.787,122.348,119.295,122.151,231762.79464525
2023-06-02,123.137,127.766,121.954,126.535,481528.02198086
2023-06-05,128.012,129.539,126.141,128.752,486269.72509898
2023-06-06,128.456,131.509,126.683,130.623,732747.94008254
2023-06-07,130.82,131.017,128.16,129.046,306538.77267643
2023-06-09,130.032,130.425,126.584,127.421,541417.02158618
2023-06-12,132.038,142.462,131.988,140.377,1595680.1661212
2023-06-13,141.717,142.065,137.597,139.285,443491.05246158
2023-06-14,139.434,158.842,139.285,157.849,1362625.8104448
2023-06-15,158.743,167.181,154.127,167.033,1438772.8016956
2023-06-16,167.033,171.748,158.644,168.77,1627947.650085
2023-06-19,167.777,174.578,163.806,164.6,591431.53350561
2023-06-20,164.551,164.7,154.424,154.921,810891.52183561
2023-06-21,154.871,159.339,151.992,153.68,584263.66761667
2023-06-22,152.935,157.055,152.091,154.474,322471.3673349
2023-06-23,152.737,155.268,150.9,150.9,347891.30319401
2023-06-26,150.106,152.439,149.212,150.999,429309.43584403
2023-06-27,151.595,151.893,145.291,146.234,452298.78423967
2023-06-28,146.929,153.928,146.582,149.758,458442.23759221
2023-06-29,150.404,156.559,149.461,153.531,355922.41543861
2023-06-30,155.368,156.658,152.29,153.73,218140.44022509
2023-07-03,153.878,156.261,153.035,153.878,272661.95188486
2023-07-04,153.878,154.176,150.602,150.602,207365.47375319
2023-07-05,150.354,150.354,139.732,142.313,497219.82796977
2023-07-06,141.965,143.752,139.632,143.752,282693.53934805
2023-07-07,143.802,144.695,142.065,143.951,196086.86296644
2023-07-10,143.157,144.447,140.774,144.447,134567.71719614
2023-07-11,144.894,146.085,142.71,143.504,128699.25363951
2023-07-12,143.454,150.602,143.454,149.411,304962.67637345
2023-07-13,151.446,157.006,150.056,152.935,389351.30319246
2023-07-14,152.886,155.07,150.503,153.084,180428.56121775
2023-07-17,152.687,159.438,151.099,158.346,285267.16179693
2023-07-18,158.445,158.544,155.368,158.296,161087.61223888
2023-07-19,158.644,159.835,155.417,158.842,233810.82943733
2023-07-20,157.403,159.19,156.063,159.041,168504.27841936
2023-07-21,158.842,159.636,155.318,158.594,253490.22739578
2023-07-24,156.36,158.842,155.516,157.105,201907.98395748
2023-07-25,157.403,157.849,155.07,156.609,185276.6413925
2023-07-26,156.857,158.147,152.141,156.708,185446.87317092
2023-07-27,156.857,164.302,156.857,163.111,545117.40960064
2023-07-28,162.813,163.26,160.927,163.21,245100.52039901
2023-07-31,163.409,164.302,161.076,162.168,306643.84109642
2023-08-01,161.324,161.324,157.75,159.636,203542.81340348
2023-08-02,158.445,159.239,154.077,158.147,248318.8075709
2023-08-03,156.857,161.572,156.36,161.523,266296.89503379
2023-08-04,162.218,163.657,160.977,161.92,210149.61952568
2023-08-07,160.927,161.821,159.339,161.275,111671.03935443
2023-08-08,161.076,161.523,158.098,158.693,144013.06267684
2023-08-09,159.041,160.729,154.176,154.176,176525.31777767
2023-08-10,155.268,159.835,154.97,158.346,145504.85713742
2023-08-11,156.956,157.8,155.07,156.112,122951.66471844
2023-08-14,155.516,156.757,155.07,156.112,80797.642854126
2023-08-16,155.864,158.296,148.567,148.964,303848.61514901
2023-08-17,148.915,151.992,147.128,148.319,185301.82360824
2023-08-18,148.915,153.233,148.915,152.886,211468.16034196
2023-08-21,153.432,156.509,152.886,154.474,241210.37171111
2023-08-22,155.368,157.502,152.985,155.963,207031.05392813
2023-08-23,156.46,158.644,153.928,158.644,239992.5597578
2023-08-24,159.289,162.168,153.63,153.829,227305.75946673
2023-08-25,152.389,155.963,150.999,154.97,161960.93148083
2023-08-28,156.757,156.857,152.489,153.73,129793.16909136
2023-08-29,153.878,155.119,151.496,154.822,129403.34839167
2023-08-30,154.375,155.516,151.843,152.439,146505.09474672
2023-08-31,152.091,154.474,146.333,146.482,585012.08306854
2023-09-01,146.731,150.354,143.951,149.361,234231.87608455
2023-09-04,149.907,160.034,149.907,155.169,458211.56849601
2023-09-05,155.219,158.842,152.389,152.439,257799.40815364
2023-09-06,152.588,154.772,149.51,149.907,226156.44314024
2023-09-07,149.907,150.702,145.589,146.78,263028.24343041
2023-09-08,148.12,153.531,148.12,152.985,272826.1399315
2023-09-11,154.077,156.559,153.283,155.119,246964.00436396
2023-09-12,156.211,157.353,153.432,155.566,198210.22739785
2023-09-13,154.921,155.318,152.588,154.772,201061.86150853
2023-09-14,154.772,156.658,153.332,154.524,212163.18949645
2023-09-15,156.063,156.46,153.084,153.134,944652.40083936
2023-09-18,153.829,155.268,151.744,152.191,209542.22448197
2023-09-19,154.077,154.077,146.234,147.326,387455.58599136
2023-09-20,148.716,153.332,147.525,151.893,250300.14430552
2023-09-21,155.169,157.303,146.631,147.525,434031.60494006
2023-09-22,147.823,149.51,145.043,147.624,222028.57433573
2023-09-25,149.56,154.673,147.872,148.319,397216.21281316
2023-09-26,147.922,148.766,137.2,140.079,720344.33233462
2023-09-27,138.987,140.973,133.427,134.023,552710.35129132
2023-09-28,134.023,134.023,120.67,122.805,1159153.5072454
2023-09-29,123.301,126.379,122.209,124.294,533461.06557775
2023-10-02,125.386,125.634,119.578,119.926,369143.07870342
2023-10-03,119.578,129.705,119.132,128.166,725208.52912744
2023-10-04,127.074,129.804,124.542,125.634,453276.86149911
2023-10-05,125.734,127.57,117.345,117.891,617471.95916062
2023-10-06,117.692,117.791,105.481,106.821,1261122.3425185
2023-10-09,106.573,110.296,103.446,108.757,508294.96645332
2023-10-10,109.998,114.366,109.552,111.487,486418.6719935
2023-10-11,113.175,113.175,107.467,108.906,413216.99269594
2023-10-12,110.197,110.792,104.637,104.786,499683.65595802
2023-10-13,104.737,107.367,103.793,105.134,400677.25654481
2023-10-16,107.219,107.467,100.766,100.914,567399.64137823
2023-10-17,101.014,105.183,100.319,104.588,455248.12534743
2023-10-18,104.687,107.02,102.652,103.645,490303.78423825
2023-10-19,103.645,105.134,102.95,104.389,203368.55247054
2023-10-20,104.24,105.58,102.801,103.843,234697.24343147
2023-10-23,103.992,104.439,102.106,102.701,260568.44459669
2023-10-24,102.701,104.687,102.354,102.9,238078.71136137
2023-10-25,103.645,105.432,102.751,104.836,408993.43147161
2023-10-26,104.488,107.07,103.148,105.779,339444.18074534
2023-10-27,105.829,108.211,105.432,105.928,257129.56121489
2023-10-30,106.623,108.112,104.24,104.24,228411.76238214
2023-10-31,104.737,105.928,104.24,104.24,216389.77258667
2023-11-02,105.729,107.566,104.538,107.566,498150.56266362
2023-11-03,108.211,109.8,106.176,109.204,342088.31339831
2023-11-06,110.098,111.041,108.013,108.807,245190.16908706
2023-11-07,108.708,109.204,106.027,108.708,211715.95334486
2023-11-08,108.211,109.7,106.821,107.467,126859.94460168
2023-11-09,107.467,110.197,106.027,109.204,192186.64139224
2023-11-10,109.204,109.204,107.417,108.41,205522.13556084
2023-11-13,108.708,109.303,106.623,106.921,195516.73760203
2023-11-14,106.275,113.523,102.553,113.274,559125.77257388
2023-11-15,113.473,115.607,110.792,113.175,427479.19240386
2023-11-16,113.374,114.118,110.693,111.785,311699.42272889
2023-11-17,111.785,112.828,111.19,112.331,165258.79445447
2023-11-20,113.026,117.097,112.679,113.026,344933.90377721
2023-11-21,113.82,114.863,112.331,112.381,188007.40086762
2023-11-22,112.182,114.118,110.792,113.026,212577.18512326
2023-11-23,113.026,113.175,109.601,109.601,222729.647222
2023-11-24,109.7,111.587,108.658,111.14,133651.08454311
2023-11-27,111.587,113.324,108.807,108.807,200487.7069896
2023-11-28,108.658,108.807,106.077,107.169,386925.75217214
2023-11-29,114.168,114.813,103.396,103.446,1155055.8570997
2023-11-30,104.24,109.204,104.091,108.062,698110.45041125
2023-12-01,106.524,110.644,105.878,110.197,417072.89357043
