Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-02-04,3499.32,3556.32,3464.14,3471.01
2022-02-07,3511.39,3521.26,3437.93,3470.78
2022-02-08,3497.18,3551.65,3487.64,3551.65
2022-02-09,3593,3638.93,3580.45,3638.93
2022-02-10,3628.51,3655.76,3592.75,3655.76
2022-02-11,3579.69,3596.74,3514.12,3546.62
2022-02-14,3442.82,3524.87,3404.35,3481.38
2022-02-15,3532,3614.15,3514.98,3600.29
2022-02-16,3682.94,3683.95,3608.01,3646.41
2022-02-17,3588.27,3595.12,3498.2,3511.08
2022-02-18,3547.04,3565.52,3371.05,3393.31
2022-02-21,3458.73,3460.42,2910.49,3036.88
2022-02-22,2909.4,3113.4,2756.46,3084.74
2022-02-24,2735.88,2740.31,1681.55,2058.12
2022-02-25,2261.33,2552.46,2256.09,2470.48
2022-03-24,2474.52,2761.17,2447.68,2578.51
2022-03-25,2620.62,2664.74,2470.69,2484.13
2022-03-28,2479.49,2484.57,2407.2,2430.7
2022-03-29,2442.43,2538.2,2363.62,2408.49
2022-03-30,2437.92,2513.03,2437.92,2513.03
2022-03-31,2535.32,2703.51,2533.39,2703.51
2022-04-01,2714.62,2817.72,2714.62,2759.64
2022-04-04,2775.06,2835.46,2682.34,2787.69
2022-04-05,2796.56,2808.27,2576.34,2662.79
2022-04-06,2641.79,2696.97,2594.95,2611.43
2022-04-07,2618.26,2653.85,2618.26,2635.39
2022-04-08,2649.16,2656.72,2554.72,2592.72
2022-04-11,2596.17,2623.64,2557.16,2557.16
2022-04-12,2559.22,2570.78,2472.28,2540.99
2022-04-13,2546.64,2558.86,2517.44,2528.42
2022-04-14,2530.9,2533.77,2403.86,2404.73
2022-04-15,2403.16,2431.91,2353.13,2424.99
2022-04-18,2430.91,2447.58,2338.36,2342.63
2022-04-19,2342.53,2344.37,2216.61,2317.46
2022-04-20,2326.03,2374.87,2271.72,2330.73
2022-04-21,2334.97,2341.21,2260.68,2271.05
2022-04-22,2271.18,2290.04,2223.73,2232.23
2022-04-25,2236.32,2237.45,2168.18,2186.22
2022-04-26,2190.97,2347.92,2190.97,2318.46
2022-04-27,2326.27,2427.47,2305.47,2424.28
2022-04-28,2434.86,2505.94,2379.12,2383.66
2022-04-29,2390.83,2448.52,2390.83,2445.17
2022-05-04,2444.25,2464.6,2373.16,2373.16
2022-05-05,2379.04,2412.81,2379.04,2404.8
2022-05-06,2405.17,2406.78,2372.52,2393.03
2022-05-11,2391.91,2414.87,2367.48,2387.14
2022-05-12,2382.33,2386.16,2283.31,2297.89
2022-05-13,2309.98,2321.91,2283.1,2307.5
2022-05-16,2308.2,2379.35,2306.06,2364.6
2022-05-17,2378.08,2425.17,2371.93,2424.1
2022-05-18,2438,2490.17,2438,2445.3
2022-05-19,2454.36,2454.83,2414.63,2436.57
2022-05-20,2441.56,2451.02,2365.81,2373.26
2022-05-23,2379.66,2389.42,2300.77,2301.85
2022-05-24,2300.11,2317.92,2229.22,2293.62
2022-05-25,2300.15,2340.18,2291.13,2340.18
2022-05-26,2348.44,2415.03,2327.29,2413.06
2022-05-27,2424.7,2439.89,2399.92,2407.59
2022-05-30,2418.21,2433.04,2376.44,2400.39
2022-05-31,2400.75,2400.75,2351.74,2355.75
2022-06-01,2349.84,2385.64,2338.9,2374.6
2022-06-02,2374.67,2382.23,2337.53,2340.17
2022-06-03,2341.55,2348.03,2286.82,2308.03
2022-06-06,2308.35,2321.75,2277.21,2282.16
2022-06-07,2281.3,2294.4,2239.72,2291.62
2022-06-08,2296.62,2342.69,2296.62,2318.85
2022-06-09,2321.57,2323.39,2275.22,2293.99
2022-06-10,2282.81,2296.1,2273.95,2285.52
2022-06-14,2280.02,2308.43,2261.26,2289.75
2022-06-15,2290.76,2320.4,2282.79,2318.96
2022-06-16,2321.52,2374.24,2317.87,2369.75
2022-06-17,2373.07,2382.49,2345.4,2353.98
2022-06-20,2358.26,2404.4,2357.33,2404.4
2022-06-21,2407.63,2415.59,2357.27,2358.81
2022-06-22,2348.04,2373.52,2320.87,2373.52
2022-06-23,2375.6,2404.54,2350.1,2404.54
2022-06-24,2405.31,2414.02,2372.05,2391.51
2022-06-27,2387.55,2417.06,2384.32,2417.06
2022-06-28,2419.15,2419.81,2392.26,2408.75
2022-06-29,2407.49,2407.49,2370.41,2378.55
2022-06-30,2380.03,2407.2,2184.71,2204.85
2022-07-01,2197.9,2237.92,2165.13,2206.61
2022-07-04,2208.7,2240.83,2197.39,2204.66
2022-07-05,2214.39,2238.73,2187.57,2226.64
2022-07-06,2227.02,2273.24,2214.04,2221.88
2022-07-07,2221.02,2239.59,2206.16,2226.65
2022-07-08,2225.02,2234.55,2202.52,2222.51
2022-07-11,2213.55,2224.35,2156.36,2162.34
2022-07-12,2160.74,2160.74,2105.26,2133.77
2022-07-13,2138.14,2142.51,2064.58,2073.68
2022-07-14,2073.79,2105.61,2049.44,2063.3
2022-07-15,2069.02,2109.52,2056.82,2109.52
2022-07-18,2119.02,2127.96,2083.01,2096.42
2022-07-19,2089.28,2089.28,2047.33,2071.28
2022-07-20,2076.24,2098.92,2067.37,2075.24
2022-07-21,2075.99,2075.99,2022.16,2053.64
2022-07-22,2056.16,2099.68,2053.2,2096.75
2022-07-25,2099.81,2132.75,2090.22,2128.96
2022-07-26,2135.89,2192.42,2135.89,2192.42
2022-07-27,2198.96,2220.82,2184.71,2196.22
2022-07-28,2204.01,2213.21,2169.21,2189.16
2022-07-29,2187.67,2213.81,2181.07,2213.81
2022-08-01,2213.75,2220.73,2178.98,2180.09
2022-08-02,2176.57,2178.81,2137.3,2137.3
2022-08-03,2138.76,2156.54,2123.92,2123.92
2022-08-04,2126.39,2137.83,2111.87,2116.58
2022-08-05,2120.13,2124.6,2052.08,2054.29
2022-08-08,2106.5,2119.41,2086.98,2088.4
2022-08-09,2090.37,2136.8,2071.72,2136.8
2022-08-10,2138.81,2158.87,2128.59,2151.5
2022-08-11,2157.17,2174.9,2128.38,2133.11
2022-08-12,2133.93,2150.9,2117.08,2147.33
2022-08-15,2147.76,2165.75,2139.45,2165.12
2022-08-16,2172.4,2208.33,2168.06,2208.33
2022-08-17,2213.43,2225.05,2186.86,2188.56
2022-08-18,2188.42,2197.92,2176.02,2194.31
2022-08-19,2199.6,2199.6,2179.56,2195.16
2022-08-22,2193.29,2231.22,2187.04,2228.11
2022-08-23,2230.74,2261.59,2230.74,2260.08
2022-08-24,2263.57,2273.65,2243.08,2248.22
2022-08-25,2249.39,2266.18,2234.87,2246.34
2022-08-26,2248.98,2268.89,2239.66,2268.89
2022-08-29,2267.43,2296.33,2263.99,2296.33
2022-08-30,2299.28,2314.53,2292.44,2306.62
2022-08-31,2377.02,2423.12,2368.42,2400.08
2022-09-01,2401.98,2448.5,2380.01,2445.77
2022-09-02,2443.76,2474.71,2431.54,2471.45
2022-09-05,2472.1,2488.44,2440.88,2488.44
2022-09-06,2487.76,2492.15,2382.24,2425.33
2022-09-07,2422.88,2436.64,2394.56,2401.57
2022-09-08,2397.59,2407.39,2378.3,2390.27
2022-09-09,2391.69,2426.81,2391.69,2426.06
2022-09-12,2419.77,2465.22,2413.55,2449.65
2022-09-13,2459.75,2465.55,2438.8,2446.89
2022-09-14,2439.96,2439.96,2400.14,2435.89
2022-09-15,2434.79,2457.02,2418.3,2446.59
2022-09-16,2446.09,2469.02,2427.68,2435.18
2022-09-19,2436.48,2453.03,2427.19,2430.54
2022-09-20,2430.53,2436.3,2171.92,2215.67
2022-09-21,2052.89,2186.43,2002.73,2130.71
2022-09-22,2138.39,2216.85,2138.39,2190.87
2022-09-23,2192.11,2192.68,2071.37,2089.87
2022-09-26,2054.56,2054.56,1841.42,1933.35
2022-09-27,1930.58,1975.32,1904.24,1953.46
2022-09-28,1978.89,2018.99,1948.25,1963.86
2022-09-29,1998.24,2005.8,1917.62,1953.77
2022-09-30,1977.75,2005.21,1872.95,1957.31
2022-10-03,1991.88,2047.54,1972.43,2041.96
2022-10-04,2071.19,2079.67,2016.59,2046.42
2022-10-05,2041.5,2045.62,1971.91,2029.88
2022-10-06,2027.3,2053.86,2015.09,2020.63
2022-10-07,2012.95,2012.95,1939.54,1944.75
2022-10-10,1783.66,1917.91,1775.04,1916.97
2022-10-11,1928.74,1952.8,1909.11,1949.46
2022-10-12,1965.39,1974.59,1937.93,1951.65
2022-10-13,1950.24,1975.84,1941.18,1955.2
2022-10-14,1963.38,1965.77,1933.29,1950.98
2022-10-17,1958.18,2013.61,1955.7,2012.85
2022-10-18,2031.56,2039.67,1999.38,2032.4
2022-10-19,1986.67,2006.06,1953.74,1978.4
2022-10-20,1998.74,2032.58,1991.09,2025.51
2022-10-21,2026.44,2049,2000.68,2043.71
2022-10-24,2070.36,2088.31,2048.37,2063.95
2022-10-25,2066.28,2130.65,2058.09,2130.65
2022-10-26,2131.18,2144.56,2093.12,2120.58
2022-10-27,2133.81,2164.64,2123.57,2164.64
2022-10-28,2154.28,2171.88,2130.75,2167.7
2022-10-31,2173,2184.38,2155.75,2166.61
2022-11-01,2179.15,2185.6,2161.18,2174.35
2022-11-02,2178.25,2184.89,2160.56,2173.84
2022-11-03,2145.54,2156.78,2123.32,2155.92
2022-11-07,2176.33,2208.78,2172.34,2208.78
2022-11-08,2213.39,2221.13,2188.22,2207.2
2022-11-09,2201.06,2205.92,2166.42,2166.56
2022-11-10,2167.96,2211.21,2161.57,2210.02
2022-11-11,2221.68,2224.97,2204.33,2217.44
2022-11-14,2230.8,2245.9,2221.31,2244.77
2022-11-15,2249.22,2254.94,2211.19,2223.26
2022-11-16,2199.1,2232.83,2191.95,2227.19
2022-11-17,2227.54,2235.76,2200.11,2212.93
2022-11-18,2208.39,2211.7,2189.93,2206.32
2022-11-21,2204.9,2204.9,2161.35,2166.31
2022-11-22,2179.76,2200.06,2169.62,2196.04
2022-11-23,2196.24,2217.4,2180.64,2211.89
2022-11-24,2214.14,2225.92,2206.12,2210.95
2022-11-25,2209.31,2211.1,2190.67,2195.17
2022-11-28,2180.32,2182.16,2163.44,2177.45
2022-11-29,2180.65,2191.44,2178.34,2185.32
2022-11-30,2184.27,2184.27,2172.67,2174.53
2022-12-01,2189.65,2193.41,2183.57,2187.29
2022-12-02,2189.19,2189.35,2173.48,2180.44
2022-12-05,2179.79,2210.7,2174.17,2208.28
2022-12-06,2204.51,2208.36,2184.65,2196.24
2022-12-07,2185.01,2193.71,2166.77,2192.88
2022-12-08,2196.17,2197.77,2174.57,2184.43
2022-12-09,2178.93,2183.97,2169.04,2177.85
2022-12-12,2178.33,2185.49,2163.33,2173.16
2022-12-13,2175.29,2177.95,2154.52,2174.38
2022-12-14,2171.12,2171.31,2154.65,2159.81
2022-12-15,2151.69,2151.69,2115.21,2126.8
2022-12-16,2118.43,2135.79,2116.08,2132.75
2022-12-19,2131.33,2139.07,2109.56,2129.98
2022-12-20,2071.1,2119.37,2070.58,2119.37
2022-12-21,2135.41,2139.49,2102.24,2116.13
2022-12-22,2124.37,2134.48,2114.91,2122.91
2022-12-23,2121.99,2128.27,2110.59,2124.02
2022-12-26,2126.4,2139.78,2126.4,2139.21
2022-12-27,2142.08,2154.35,2138.11,2150.92
2022-12-28,2150.12,2152.47,2136.68,2139.77
2022-12-29,2135.91,2149.94,2134.48,2147.06
2022-12-30,2149.83,2154.47,2139.79,2154.12
2023-01-03,2157.18,2174.23,2157.18,2172.68
2023-01-04,2171.54,2179.56,2162.06,2168.42
2023-01-05,2170.4,2171.94,2154.16,2156.67
2023-01-06,2157.32,2160.08,2153.32,2156.39
2023-01-09,2163.43,2169.71,2162.01,2163.5
2023-01-10,2162.7,2162.92,2145.14,2159.51
2023-01-11,2156.28,2190.4,2153.55,2186.98
2023-01-12,2193.53,2194.8,2177.36,2185.93
2023-01-13,2188.6,2204.18,2179.82,2199.94
2023-01-16,2204.64,2224.9,2204.46,2224.9
2023-01-17,2225.26,2226.49,2196.84,2196.84
2023-01-18,2188.9,2206.66,2177.65,2196.26
2023-01-19,2190.02,2193.93,2162.11,2168.83
2023-01-20,2167.61,2173.71,2154.37,2166.69
2023-01-23,2167.92,2186.85,2164.89,2185.31
2023-01-24,2191.64,2199.29,2172.75,2172.75
2023-01-25,2168.48,2176.61,2160.76,2170.15
2023-01-26,2181.96,2183.77,2166.92,2166.92
2023-01-27,2174.85,2189.35,2167.33,2189.35
2023-01-30,2193.99,2204.41,2189.12,2204.41
2023-01-31,2203.57,2225.6,2202.76,2225.6
2023-02-01,2232.02,2247.12,2224.95,2230.15
2023-02-02,2243.04,2249.56,2228.56,2243.54
2023-02-03,2239.1,2253.7,2216.63,2248.3
2023-02-06,2245.93,2276.5,2243.77,2272.37
2023-02-07,2281.69,2290.51,2262.3,2267.69
2023-02-08,2273.59,2283.49,2244.52,2251.97
2023-02-09,2258.97,2269.96,2241.02,2262.45
2023-02-10,2253.51,2264.39,2249.62,2261.58
2023-02-13,2262.65,2271,2261.37,2264.27
2023-02-14,2256.59,2256.96,2225.94,2232.23
2023-02-15,2216.69,2216.69,2164.7,2166.46
2023-02-16,2169.39,2186.64,2150.17,2153.96
2023-02-17,2157.5,2180.96,2147.31,2168.88
2023-02-20,2172.53,2186.39,2140.78,2183.57
2023-02-21,2184.6,2227.82,2184.51,2212.42
2023-02-22,2215.43,2215.58,2194.99,2212.4
2023-02-24,2209.1,2223.23,2202.25,2208.03
2023-02-27,2194.39,2241.1,2188.95,2241.1
2023-02-28,2246.26,2258.68,2239.59,2253.16
2023-03-01,2258.89,2287.48,2255.45,2279.65
2023-03-02,2284.87,2286.27,2235.43,2254.3
2023-03-03,2250.12,2273.52,2249.81,2272.2
2023-03-06,2286.2,2297.86,2283.4,2294.12
2023-03-07,2294.32,2298.93,2281.46,2295.6
2023-03-09,2295.03,2302.1,2278.95,2290.14
2023-03-10,2272.61,2283.18,2266.33,2276.25
2023-03-13,2279.13,2289.7,2250.14,2269.47
2023-03-14,2266.78,2290.32,2261.65,2290.32
2023-03-15,2287.16,2295.06,2257,2262.07
2023-03-16,2262.61,2269.01,2236.77,2258.22
2023-03-17,2284.78,2322.78,2275.48,2322.78
2023-03-20,2337.83,2397.16,2332.8,2397.16
2023-03-21,2417.43,2431.23,2383.08,2398.15
2023-03-22,2387.81,2398.76,2374.46,2393.88
2023-03-23,2386.7,2396.5,2379.88,2388.35
2023-03-24,2386.53,2394.03,2384.29,2391.53
2023-03-27,2400.84,2440.68,2400.84,2440.68
2023-03-28,2453.26,2458.37,2421.39,2442.19
2023-03-29,2449.96,2468.48,2437.52,2460.87
2023-03-30,2458.06,2467.97,2450.46,2465.93
2023-03-31,2470.12,2472.53,2424.45,2450.67
2023-04-03,2474.37,2482.54,2463,2473.32
2023-04-04,2483.47,2511.49,2479.24,2480.45
2023-04-05,2489.18,2500.8,2465.77,2500.8
2023-04-06,2504.06,2521.81,2498.3,2498.3
2023-04-07,2504.04,2511.95,2491.37,2508.39
2023-04-10,2523.2,2548.41,2523.2,2547.35
2023-04-11,2560.04,2577.51,2515.83,2533.69
2023-04-12,2538.62,2554.77,2520.65,2538.47
2023-04-13,2546.98,2557.58,2528.06,2544.28
2023-04-14,2546.93,2554.85,2532.39,2554.85
2023-04-17,2572.54,2596.45,2572.54,2596.11
2023-04-18,2601.34,2615.62,2586.05,2615.62
2023-04-19,2617.91,2629.01,2584.96,2606.55
2023-04-20,2600.71,2640.78,2565.61,2637.85
2023-04-21,2640.99,2648.21,2626.94,2639.95
2023-04-24,2636.76,2651.8,2609.4,2635.43
2023-04-25,2639.67,2642.12,2619.67,2626.86
2023-04-26,2625.62,2631.13,2614.98,2620.33
2023-04-27,2620.65,2646.18,2617.04,2646.18
2023-04-28,2653.93,2657.9,2608.02,2634.94
2023-05-02,2623.29,2635.53,2560.09,2580.51
2023-05-03,2585.4,2586.17,2532.42,2532.42
2023-05-04,2524.97,2547.2,2524.36,2524.51
2023-05-05,2544.47,2555.39,2529.08,2538.24
2023-05-08,2528.74,2538.23,2513.84,2527.59
2023-05-10,2483.92,2556.67,2483.79,2548.63
2023-05-11,2573.41,2610.8,2567.98,2595.12
2023-05-12,2570.65,2584.91,2552.05,2565.17
2023-05-15,2581.64,2611.71,2581.64,2611.07
2023-05-16,2645.94,2655.73,2621.59,2633.71
2023-05-17,2637.51,2646.61,2623.15,2634.48
2023-05-18,2650.12,2658.57,2624.49,2632.91
2023-05-19,2627.59,2635.8,2612.47,2626.16
2023-05-22,2648.3,2652.97,2622.35,2633.26
2023-05-23,2641.05,2648.69,2607.63,2641.66
2023-05-24,2643.73,2659.68,2626.43,2654.99
2023-05-25,2662.85,2663.51,2631.03,2649.98
2023-05-26,2650.38,2685.14,2645.54,2682.03
2023-05-29,2697.46,2732,2697.46,2732
2023-05-30,2712.04,2748.6,2687.81,2698.75
2023-05-31,2698.11,2718.27,2676.27,2717.64
2023-06-01,2720.21,2729.97,2709.33,2721.73
2023-06-02,2684.59,2720.47,2684.59,2719.48
2023-06-05,2726.17,2738.82,2679.3,2694.14
2023-06-06,2667.76,2687.41,2628,2681.25
2023-06-07,2690.94,2711.72,2674.11,2694.69
2023-06-08,2693.6,2709.69,2688.31,2709.69
2023-06-09,2717.2,2721.84,2705.24,2708.04
2023-06-13,2715.31,2757.28,2715.15,2757.28
2023-06-14,2777.2,2786.06,2758.35,2765.18
2023-06-15,2776.77,2809.42,2764.89,2800.17
2023-06-16,2809.28,2813.74,2783.71,2800.79
2023-06-19,2808.04,2816.57,2783.69,2815.07
2023-06-20,2810.14,2814.72,2778,2803.69
2023-06-21,2808.87,2821.88,2794.68,2819.3
2023-06-22,2817.3,2820.43,2805.92,2815.83
2023-06-23,2790.04,2795.06,2767.82,2795.06
2023-06-26,2771.52,2784.28,2741.33,2757.13
2023-06-27,2759.61,2785.33,2743.07,2776.63
2023-06-28,2781.1,2787.52,2766.93,2780.92
2023-06-29,2790.27,2804.8,2783.53,2796.41
2023-06-30,2796,2800.12,2779.61,2797.37
2023-07-03,2795.58,2804.93,2790.81,2793.93
2023-07-04,2798.02,2808.22,2776.79,2808.22
2023-07-05,2795.4,2813.76,2795.4,2805
2023-07-06,2816.74,2837.49,2813.38,2819.6
2023-07-07,2823.89,2832.82,2814.38,2832.51
2023-07-10,2838.85,2864.32,2838.52,2856.76
2023-07-11,2865.64,2867.36,2851.01,2860.33
2023-07-12,2870.61,2897.28,2870.61,2896.83
2023-07-13,2899.98,2912.15,2873,2885.63
2023-07-14,2882.96,2902.72,2874.44,2902.72
2023-07-17,2889.09,2917.72,2880.11,2917.61
2023-07-18,2923.69,2955.81,2922.74,2954.52
2023-07-19,2959.41,2966.72,2938.66,2943.43
2023-07-20,2947.08,2947.29,2905.02,2917.48
2023-07-21,2890.45,2925.54,2889.78,2923.54
2023-07-24,2929.23,2947.17,2925.1,2937.47
2023-07-25,2948.87,2975.36,2943.74,2975.36
2023-07-26,2974.21,2982.47,2954.9,2970.42
2023-07-27,2975.52,2992.47,2975.52,2987.85
2023-07-28,2986.35,3008.61,2978.12,3008.61
2023-07-31,3026.93,3073.5,3026.93,3073.5
2023-08-01,3085.97,3114.56,3055.25,3093.64
2023-08-02,3096.72,3123.45,3080.63,3106.46
2023-08-03,3111.7,3150.28,3094.27,3147.8
2023-08-04,3158.53,3194.83,3073.69,3092.44
2023-08-07,3120.54,3153.6,3084.08,3084.08
2023-08-08,3077.63,3092.54,3026.72,3085.31
2023-08-09,3106.03,3120.25,3083.77,3099.52
2023-08-10,3122.06,3148.86,3115.85,3148.86
2023-08-11,3158.59,3163.47,3138.04,3155.51
2023-08-14,3186.47,3225.78,3117.31,3131
2023-08-15,3083.32,3163.74,3068.66,3115.25
2023-08-16,3109.46,3122.34,3015.57,3049.46
2023-08-17,3069.81,3076.31,3031.73,3059.02
2023-08-18,3077.78,3111.22,3058.01,3111.22
2023-08-21,3139.29,3150.61,3122.37,3139.93
2023-08-22,3146.42,3172.3,3124.19,3164.25
2023-08-23,3180.39,3184.17,3113.24,3146.2
2023-08-24,3117.02,3137.37,3108.17,3137.37
2023-08-25,3150.03,3158.61,3132.07,3157.33
2023-08-28,3161.36,3202.24,3161.36,3198.72
2023-08-29,3205.06,3218.4,3191.31,3211.36
2023-08-30,3214.11,3220.85,3193.18,3212.68
2023-08-31,3218.48,3234.68,3211.94,3227.99
2023-09-01,3230.53,3232.92,3214.95,3231.35
2023-09-04,3242.49,3268.97,3242.4,3268.97
2023-09-05,3273.39,3287.34,3246.46,3264.43
2023-09-06,3270.84,3270.84,3236.79,3245.47
2023-09-07,3247.9,3262.73,3145.25,3169.07
2023-09-08,3178.44,3188.77,3114.39,3142.88
2023-09-11,3145.26,3153.61,3106.92,3122.37
2023-09-12,3118.14,3165.92,3117.7,3165.92
2023-09-13,3189.08,3191.57,3148.32,3148.32
2023-09-14,3144.29,3148.5,3072.82,3139.49
2023-09-15,3126.57,3155.45,3116.72,3152.53
2023-09-18,3165.06,3177.23,3127.37,3135.18
2023-09-19,3134.37,3141.38,3054.25,3083.85
2023-09-20,3061.18,3091.05,3013.75,3068.15
2023-09-21,3058.2,3062.68,3009.89,3019.22
2023-09-22,3009.87,3051.69,2988.04,3049.07
2023-09-25,3051.85,3056.23,3025.89,3045.39
2023-09-26,3034.23,3051.91,3001.92,3051.91
2023-09-27,3053.37,3081.41,3052.59,3067.61
2023-09-28,3080.81,3108.07,3076.64,3108.07
2023-09-29,3121.07,3141.12,3106.97,3133.26
2023-10-02,3141.69,3162.53,3125.58,3132.33
2023-10-03,3134.45,3146.33,3103.63,3143.88
2023-10-04,3138.62,3154.97,3130.03,3134.25
2023-10-05,3126.71,3138.5,3112.96,3131.76
2023-10-06,3138.87,3145.01,3121,3144.89
2023-10-09,3166.21,3185.86,3164.63,3174.02
2023-10-10,3175.08,3182.08,3162.61,3177.03
2023-10-11,3174.99,3196.44,3168.29,3194.12
2023-10-12,3130.04,3178.5,3122.58,3174.66
2023-10-13,3182.47,3195.23,3176.17,3192.33
2023-10-16,3204.81,3235.66,3202.94,3234.78
2023-10-17,3239.37,3252.55,3228.11,3247.15
2023-10-18,3252.31,3262.54,3225.44,3249.21
2023-10-19,3245.26,3260.45,3232.16,3255.16
2023-10-20,3257.85,3269.71,3236.31,3269.27
2023-10-23,3271.76,3283.8,3248.39,3263.68
2023-10-24,3256.29,3266.59,3237.08,3265.01
2023-10-25,3265.18,3269.76,3243.25,3265.28
2023-10-26,3272.71,3283.49,3221.79,3223.89
2023-10-27,3219.49,3241.55,3185.84,3224.18
2023-10-30,3232.82,3246,3219.7,3227.07
2023-10-31,3221.08,3226.88,3176.53,3200.97
2023-11-01,3192.96,3214.83,3191.34,3206.52
2023-11-02,3216.92,3228.46,3197.22,3197.22
2023-11-03,3207.04,3212.81,3182.17,3208.63
2023-11-06,3207.47,3237.09,3207.1,3235.11
2023-11-07,3239.98,3246.65,3228.46,3246.34
2023-11-08,3238.81,3257.32,3233.11,3245.43
2023-11-09,3241.5,3245.11,3222.34,3239.92
2023-11-10,3236.03,3246.31,3229.1,3242.06
2023-11-13,3241.31,3251.74,3235.06,3248.27
2023-11-14,3236.48,3236.48,3192.32,3212.39
2023-11-15,3195.43,3221.22,3182.78,3215.11
2023-11-16,3209.33,3215.93,3184.97,3189.08
2023-11-17,3172.78,3208.17,3151.95,3206.34
2023-11-20,3205.73,3216.73,3194.4,3207.36
2023-11-21,3198.73,3219.11,3193.46,3218.48
2023-11-22,3221.9,3239.17,3220.37,3230.65
2023-11-23,3233.09,3238.81,3218.72,3221.05
2023-11-24,3223.75,3231.77,3203.62,3217.76
2023-11-27,3220.25,3224.61,3178.2,3191.05
2023-11-28,3189.16,3197.61,3157.55,3196.36
2023-11-29,3196.75,3200.33,3173.37,3173.52
2023-11-30,3176.5,3176.53,3146.53,3165.79
2023-12-01,3155.87,3162.97,3136.56,3142.29
2023-12-04,3123.18,3126.55,3096.28,3114.41
2023-12-05,3102.3,3134.57,3090.31,3129.33
2023-12-06,3139.89,3146.52,3077.94,3079.5
2023-12-07,3065.93,3084.5,3041.11,3073.63
2023-12-08,3079.88,3100.22,3067.46,3079.99
2023-12-11,3081.88,3082.3,3025.74,3026.17
2023-12-12,3020.61,3046.81,2992.5,3019.89
2023-12-13,3011.99,3043.42,3002.38,3032.22
2023-12-14,3046.43,3057.08,3005.94,3008.84
2023-12-15,2959.29,3037.29,2959.29,3033.89
2023-12-18,3052.14,3090.04,3048.82,3076.26
2023-12-19,3084.12,3091.26,3066.34,3083.64
2023-12-20,3091.35,3113.92,3088.74,3104.66
2023-12-21,3093.46,3095.01,3050,3073.57
2023-12-22,3076.31,3102.75,3075.56,3092.58
2023-12-25,3095.42,3108.14,3086.89,3099.02
2023-12-26,3090.39,3098.69,3080.92,3094.72
2023-12-27,3100.99,3112.19,3097.31,3097.49
2023-12-28,3099.56,3101.99,3081.98,3101.99
2023-12-29,3092.66,3102.08,3086.26,3099.11
2024-01-03,3099.78,3132.76,3099.1,3130.23
2024-01-04,3140.66,3144.25,3133.93,3136.07
2024-01-05,3138.27,3142.8,3128.16,3136.37
2024-01-08,3140.12,3158.82,3139.37,3158.58
2024-01-09,3156.17,3158.72,3143.03,3155.55
2024-01-10,3158.35,3174.28,3156.44,3164.7
2024-01-11,3158.3,3181.25,3148.5,3181.25
2024-01-12,3182.5,3196.98,3176.09,3185.22
2024-01-15,3190.62,3200.78,3176.73,3184.88
2024-01-16,3186.77,3187.14,3162.98,3179.45
2024-01-17,3174.87,3189.26,3169.99,3185.23
2024-01-18,3188.71,3193.54,3176.72,3178.85
2024-01-19,3176.13,3179.21,3154.46,3166.37
2024-01-22,3161.44,3179.11,3157.37,3172.15
2024-01-23,3176.19,3179.75,3166.66,3175.74
2024-01-24,3176.59,3183.7,3152.96,3162.41
2024-01-25,3163.36,3166.95,3143.89,3157.74
2024-01-26,3164.55,3171.95,3157.76,3163.21
2024-01-29,3169.57,3184.15,3169.57,3176.61
2024-01-30,3181.75,3196.15,3178.82,3196.08
2024-01-31,3201.48,3219.41,3198.83,3214.19
2024-02-01,3220.43,3233.21,3220.38,3229.89
2024-02-02,3229.48,3232.35,3215,3226.35
2024-02-05,3218.91,3232.38,3218.91,3226.79
2024-02-06,3234.44,3238.4,3228.78,3238.4
2024-02-07,3240.57,3259.24,3240.16,3256.58
2024-02-08,3261.18,3266.45,3236.79,3241.81
2024-02-09,3231.3,3242.38,3219.56,3242.38
2024-02-12,3241.57,3248.5,3227.7,3248.5
2024-02-13,3250.3,3259.69,3245.02,3254.6
2024-02-14,3261.52,3267.88,3251.76,3258.14
2024-02-15,3249.78,3265.83,3238.83,3265.63
2024-02-16,3269.84,3275.23,3236.42,3242.48
2024-02-19,3247.46,3253.02,3234.1,3244.56
2024-02-20,3236.85,3237.34,3206.07,3207.49
2024-02-21,3173.01,3185.8,3135.8,3139.5
2024-02-22,3152.75,3166.86,3141.88,3142.3
2024-02-26,3186.06,3213.17,3186.06,3213.17
2024-02-27,3220.26,3224.52,3203.58,3208.99
2024-02-28,3215.53,3240.29,3213.36,3227.05
2024-02-29,3233.03,3258.14,3224.09,3256.8
2024-03-01,3259,3269.28,3249.69,3266.66
2024-03-04,3278.01,3298.63,3277.85,3296.75
2024-03-05,3305.79,3312.41,3283.59,3300.89
2024-03-06,3298.86,3318.14,3289.25,3310.58
2024-03-07,3309.31,3317.73,3303.93,3315.68
2024-03-11,3329.72,3340.37,3318.9,3320.31
2024-03-12,3320.18,3335.41,3304.49,3332.6
2024-03-13,3337.56,3343.56,3317.19,3320.68
2024-03-14,3314.66,3318.49,3287.86,3297
2024-03-15,3295.15,3313.42,3292.13,3300.07
2024-03-18,3305.67,3313.05,3292,3296.3
2024-03-19,3293.93,3303.52,3254.3,3264.97
2024-03-20,3268.87,3286.72,3257.72,3267.1
